,0
MAP3K6,0.02604570658788151
ABL1,0.026012072907684227
PKHD1,0.025998264730126765
NFASC,0.025924029940689448
DLC1,0.025890396260492155
HAS1,0.025814197922870055
COL15A1,0.02581223437468528
IGF2R,0.025770683161484866
MTOR,0.025633171448286543
RELN,0.025613409285910736
SYNJ2,0.02558566625026777
IRS4,0.025580725709673822
DOCK10,0.025468930143669653
ABCC8,0.025468930143669653
RANBP9,0.02545505862584817
NOS1,0.025380887176674874
INPPL1,0.025367015658853395
RET,0.025362075118259438
CDK13,0.025255220092849223
RETSAT,0.025210691887239633
DYNC1H1,0.025165213577669668
CDH4,0.025096932773050695
ZNF292,0.025034605953250074
SMC6,0.025028651968431723
FBLN2,0.02497424268163423
CYFIP1,0.024903998328830477
POLD1,0.024805060836423393
THBD,0.024781308237414007
ATP2A1,0.0247714271562261
COL4A2,0.024717017869428603
MEFV,0.024688324729825274
MAST3,0.02464379652421568
ANK1,0.024553790009036118
TAP2,0.024529023965802338
ARAP3,0.02451914288461443
ARFGEF2,0.024485509204417145
GUCY1B1,0.024351924587588374
TOGARAM1,0.024351924587588374
VPS50,0.024351924587588374
TENM2,0.024309423270427587
BMP1,0.02429257476019693
VHL,-0.024292511419932904
PLEKHG2,0.024258941079999645
ACTN4,0.02415208605458943
SCUBE1,0.02413922798099235
PIK3CA,0.02409381301168642
KIF13B,0.024076901161191724
FN1,0.02407493761300695
NUMA1,0.024056125554591516
COL11A1,0.024002729712018424
DLG5,0.023973023128190683
MYL1,0.02395421106977525
PFKP,0.023842415503771086
PHLDB1,0.02381669935657693
NKX6-1,0.02378502922456442
ZNRF4,0.02378008868397047
PPRC1,0.0237335969301761
PPP2R5B,0.023709844331166716
CDH2,0.023692045716975686
NIPBL,0.02363269588958424
ABCC4,0.02361388383116881
CDH15,0.023598048765162548
ADCY1,0.023588167683974644
PER1,0.02358519069156547
BCL11B,0.02358519069156547
DIAPH3,0.0234526195189611
CDH8,0.02345065597077632
NRAP,0.02343976144536402
SLIT3,0.02342196283117299
SMTN,0.023345764493550886
ABCA9,0.02332796587935985
FBN1,0.023242899904774246
DOCK2,0.023242899904774246
MYLK,0.023239922912365072
BCR,0.02323396892754672
AGO4,0.02322605139454359
ADGRE1,0.023173605655930872
SRPRA,0.023173605655930872
PLOD3,0.023135031435139633
CAMK2B,0.023127113902136506
IL16,0.023109315287945475
MYOM2,0.023078658600157363
CRMP1,0.0230519290087388
SPTBN1,0.022971803574747148
ITSN1,0.022955968508740893
CACNA1F,0.022943110435143813
DMD,0.022900609117983015
DNMBP,0.02280756227013027
ELOA,0.022780832678711706
ELP1,0.022780832678711706
FTCD,0.022775892138117752
PTCH1,0.0227610705163359
CDK5RAP2,0.022745235450329637
SYNPO,0.022742258457920467
CSF2RA,0.02270862477772318
TBCD,0.022679931638119842
IL9R,0.02264332096551338
NR4A3,0.02264332096551338
CDKN1C,0.02259879275990379
NLRC5,0.022579030597527982
PDS5B,0.0225552779985186
TRIP10,0.022552301006109422
PTPN21,0.022518667325912137
COL3A1,0.02251670377772736
CKAP4,0.02250283225990588
ATP1A1,0.02246919857970859
SLC19A1,0.022453363513702338
NID2,0.02245139996551756
DOCK4,0.022438541891920485
LIPE,0.022427647366508176
IDH1,-0.022413712508422674
PCDH7,0.022401931219314018
NIBAN1,0.022388059701492536
COL4A1,0.02237621507211986
IGSF3,0.022373238079710683
ATP6V0A4,0.022357403013704428
NIN,0.02235246247311047
SCN10A,0.022332700310734664
ABI3BP,0.022295076193903807
BAX,0.0222841816684915
PLXNB1,0.022261442513706514
GAA,0.022208996775093796
RRP12,0.022105118742092762
TUBGCP3,0.022026956856285883
PPP1R2,0.022023979863876705
ACTN3,0.02199528672427337
FYB1,0.02199528672427337
ATF5,0.021982428650676292
NFAT5,0.02192307882328484
SHROOM1,0.02189932622427546
KALRN,0.021890458587311958
CD209,0.02188646815067838
KIFC3,0.021849857478071916
POR,0.021849857478071916
FAM120A,0.021774672584674214
KHSRP,0.02170936877246442
HDAC5,0.021696510698867334
MYH10,0.021673771544082353
THBS2,0.021645078404479018
ITPR2,0.021627279790287987
ADGRL4,0.021602513747054203
LAMA4,0.021533282838474856
ZFPM2,0.02148679108468049
SCN9A,0.02148185054408653
IRS1,0.021447203419664843
GSPT1,0.021407615754649206
MYO1C,0.021373982074451917
KAZN,0.021353206467851712
SORBS1,0.02134826592725776
C3,0.021325526772472778
HDLBP,0.021306714714057345
IKZF1,0.021298797181054218
ABCA6,0.02129385664046026
NEDD4,0.02129087964805109
TRIM33,0.02126218650844775
LMAN1,0.021254268975444628
ATXN2,0.021249328434850678
KIF20B,0.021223612287656513
FUS,0.021064311523633583
TMEM8B,0.021064311523633583
RICTOR,0.021054430442445676
CAD,0.02100793868865131
LAMC2,0.0209762685566388
LAMA3,0.020927813254659658
PPFIA4,0.020926799810435263
CNTRL,0.020921859269841307
PLCG1,0.02088524859723484
ARHGEF11,0.020872390523637766
CIT,0.0208466743764436
SEC31A,0.0208357798510313
TARS1,0.020816967792615867
NCOA3,0.020760594957633598
BMP2K,0.020736842358624216
SCAF4,0.02061218871902297
ODF1,0.020609211726613792
PTPRG,0.02059141311242276
CNTN1,0.020586472571828808
BAIAP2,0.020538967373810044
NOD1,0.020443006873812133
PARP14,0.020409373193614844
ERBB2,0.02038859758701464
DGKH,0.020385620594605462
HMMR,0.02035692745500213
TRIM28,0.02033615184840192
COL12A1,0.02031936667843528
IGF1R,0.020297577627610683
KCNK15,0.020242154896588784
NTRK3,0.02012345524180589
A2M,0.02012345524180589
XPOT,0.020112560716393585
COL16A1,0.0200789270361963
COG2,0.020075950043787122
FLNA,0.020056187881411315
SEPTIN4,0.020031421838177535
GRK2,0.020031421838177535
KRT1,0.02002154075698963
NCAM1,0.02000868268339255
GNAO1,0.01997701255138004
PCSK4,0.01995623694477983
SPTA1,0.019922666604846567
NPHP1,0.01992260326458254
RAP1GAP,0.01989391012497921
NAV2,0.01984545482300007
WEE1,0.019815748239172332
TG,0.019773246922011545
VWF,0.01975741185600529
BRAF,0.01970401601343219
SEMA3B,0.019638648860958365
EPRS1,0.019638648860958365
PRKN,0.019638648860958365
SYMPK,0.019566440959969837
AGXT,0.019542688360960455
TNRC6B,0.019512031673172343
REV3L,0.019507091132578393
CANX,0.019493219614756915
TFAP2B,0.019488279074162958
ABCA5,0.01948333853356901
SRM,0.01946452647515358
PTK2B,0.019446727860962548
GCNT2,0.019402199655352954
ABCA8,0.019387378033571098
LSP1,0.01937350651574962
DOCK9,0.019371542967564843
PHF3,0.019350767360964635
LCP2,0.019339872835552333
C1R,0.019339872835552333
CDC7,0.019311179695948998
UTP20,0.01929635807416714
ATP2B4,0.019293381081757967
MED13L,0.019288440541164013
MATN2,0.01928546354875484
DPYSL3,0.019248852876148373
MAP3K20,0.0192458758837392
SPON1,0.0192458758837392
GUCY1A1,0.0192458758837392
MARCHF6,0.0192458758837392
GABBR1,0.01924391233555442
ACTN2,0.01921819618836026
EPHB4,0.01919444358935088
RPS6KA2,0.019186526056347755
ADCY6,0.019186526056347755
PDLIM5,0.019178608523344624
FOXO1,0.01914991538374129
XYLT2,0.019137057310144208
PFKL,0.019129139777141084
MADD,0.019119258695953177
COL17A1,0.019119258695953177
COL2A1,0.019098483089352972
FLII,0.01909550609694379
MON2,0.019082648023346714
SLC22A18,0.0190509778913342
CCDC88A,0.019049014343149425
ITGA6,0.019004486137539835
HGFAC,0.018996568604536707
FZD8,0.01898865107153358
CLIP2,0.018983710530939626
DENND5A,0.018934241784736086
XPC,0.01891840671872983
RNF123,0.018913466178135878
PCM1,0.018892690571535673
ADCY9,0.01888775003094172
CR1,0.01886995141675069
COQ8A,0.018853102906520033
NOP14,0.018814528685728794
SLC12A2,0.018793753079128582
AMPH,0.018788812538534632
EIF3A,0.018772977472528377
SLC25A28,0.018749224873518995
AP3B1,0.018723508726324833
FGFR3,0.018702733119724625
FBLN1,0.018681957513124417
SAMD9L,0.018679993964939644
RAPGEF3,0.018674039980121293
SLC12A3,0.01864832383292713
CEP192,0.01863546575933005
CASP8,0.01857016194712026
COMP,0.018554326881113997
PAPOLB,0.018533551274513792
ARFGEF1,0.01852367019332589
LRPPRC,0.0184999175943165
CDSN,0.018460329929300863
SKI,0.01845538938870691
ABCA1,0.018440567766925056
FOXC1,0.018426696249103577
LHX2,0.01833567628969962
POSTN,0.018325795208511717
ITGB2,0.01831787767550859
KIF5A,0.01831787767550859
PIF1,0.018314900683099412
ZBTB17,0.018314900683099412
NOD2,0.018305019601911506
PAXIP1,0.018302042609502328
SOX10,0.018273349469898996
AXL,0.018255550855707965
TRO,0.018221917175510676
SIPA1L1,0.018216976634916726
DAAM1,0.018198164576501294
LSS,0.01818232951049504
RAPGEF5,0.01818232951049504
MLH1,0.018140778297294623
PKP1,0.018140778297294623
HR,0.018127920223697545
PDE4DIP,0.018103217520727785
ITGA3,0.01809922708409421
SLIT2,0.01805868931511819
MYH7,0.018017138101917782
JAK2,0.017995349051093172
SLC3A2,0.017942903312480454
GLI1,0.01791224662469234
FZD1,0.017909269632283162
ADAM12,0.017904329091689215
SLC4A1,0.017904329091689215
NCAPD2,0.017875635952085876
ITGAE,0.017854860345485668
PKD2,0.017818249672879205
UNC5C,0.01780045105868817
SOX3,0.017789556533275873
NEXN,0.017748005320075456
CDH13,0.017743064779481503
FGF2,0.017724252721066074
MAP1S,0.017714371639878167
JAK1,0.017714371639878167
PLCB2,0.017693596033277956
TOPBP1,0.017693596033277956
TENT4A,0.01767478397486253
NECTIN3,0.01767478397486253
IARS1,0.01767478397486253
CNOT2,0.017669843434268577
GFPT2,0.017615434147471083
EIF3B,0.017607516614467952
ABCB4,0.01760555306628318
FGD6,0.017602576073874006
COIL,0.017599599081464825
CHPF2,0.017586741007867748
AKAP13,0.01757983691908902
SIRT1,0.01757882347486462
KIF1B,0.01757685992667984
ICAM5,0.017558047868264412
GOLGA4,0.017519473647473173
TAOK2,0.01751155611447005
STAG3,0.01748286297486671
ADAM8,0.017459110375857328
OSMR,0.017449229294669424
HTRA1,0.017305763596652746
YBX2,0.01729784606364962
DMPK,0.01729784606364962
P3H1,0.01728201099764336
GUCY2D,0.017272129916455457
LOXL1,0.017269152924046283
COL1A2,0.017257308294673604
ESR1,0.017243436776852125
ABCC2,0.017238496236258168
PRDM1,0.01723057870325504
SLC12A4,0.017222661170251917
GEMIN4,0.017214743637248786
CLSTN3,0.017209803096654833
FETUB,0.017144499284445038
B2M,0.017095030538241494
ITIH3,0.017082172464644416
RPTOR,0.017056456317450258
ANKZF1,0.01704556179203795
ARRB2,0.017037644259034826
RPL14,0.017008951119431487
CDON,0.016999070038243587
SLC2A6,0.0169753174392342
COL5A2,0.016968413350455472
ARHGAP27,0.016954541832633993
TEX15,0.016942697203261317
KIF3B,0.016920908152436707
IPO4,0.01689221501283337
NECTIN1,0.016889238020424194
CLCA2,0.01687935693923629
TGFBRAP1,0.01687935693923629
SLC24A3,0.016817030119435666
FLNB,0.01681506657125089
IFRD1,0.01676458438082295
CBX3,0.016735891241219613
TLE1,0.016730950700625663
EIF2AK3,0.016718092627028586
ITGA5,0.016718092627028586
MARK4,0.016710175094025455
IFNGR2,0.016694340028019197
CENPJ,0.01667654141382817
NUP205,0.016671600873234212
SDAD1,0.016652788814818784
EPHB2,0.01665082526663401
TOP2A,0.016647848274224834
RAB34,0.016624095675215448
HLA-DRB1,0.01661123760161837
AGO2,0.01660629706102442
SYTL2,0.01658552145442421
FOXC2,0.01658254446201503
TMPRSS6,0.016556828314820873
CENPE,0.01654694723363297
MYH3,0.016534089160035893
EPS8L2,0.01652021764221441
KCNN1,0.01652021764221441
ANO1,0.016515277101620457
CEP250,0.016510336561026503
CHST2,0.016499442035614202
MARK2,0.016499442035614202
PEG3,0.016498491931653834
MDGA1,0.01649450149502025
ACE,0.016489560954426302
ABR,0.016486583962017125
IL17RA,0.016478666429013994
GART,0.016478666429013994
PIK3CG,0.01643515166762881
CTTN,0.016429197682810454
E2F3,0.016421280149807323
PTPN14,0.01636193032241588
DVL2,0.0163589533300067
RALGDS,0.0163589533300067
E2F4,0.016343118264000447
ATP8B1,0.01632531964980942
INPP5F,0.01629662651020608
BCAM,0.01629662651020608
MYH2,0.016287758873242568
P2RX7,0.016280791444199826
ITIH5,0.016265969822417972
EXO1,0.016255075297005664
THSD4,0.016242217223408583
MTA1,0.01623924023099941
MYBBP1A,0.016234299690405456
PTPRJ,0.01620066601020817
SULF2,0.01617197287060483
ADAM19,0.0161432797310015
ALDH1L1,0.01613042165740442
ABCB9,0.016098751525391905
KHNYN,0.016098751525391905
PLCL1,0.01608392990361005
EGF,0.016080952911200874
MAP4K2,0.0160779759187917
CDH11,0.016063154297009843
JAG1,0.01606017730460067
MYBPC3,0.016052259771597542
KCNA3,0.016052259771597542
NRP1,0.016052259771597542
NPC1,0.016031484164997334
BAG3,0.016028507172588156
ACACA,0.01602160308380943
WIPF1,0.01601564909899108
PYGL,0.01599487349239087
EPHA2,0.01598993295179692
LOXL2,0.01598201541879379
ADCY2,0.015980051870609017
GBF1,0.01597707487819984
OGDH,0.015969157345196713
POLD3,0.015958262819784408
NUP153,0.015940464205593377
ERBB3,0.015935523664999427
ARHGAP4,0.015875160393383575
VEZF1,0.01586724286038045
TJP3,0.015862302319786498
ALDH3A1,0.015846467253780243
TCF7L1,0.015846467253780243
SPTAN1,0.015839563165001513
ZNF365,0.015812833573582957
ADD2,0.015779199893385665
PRKCG,0.01576634181978859
CDC5L,0.01576336482737941
BMP6,0.01571389608117587
TKFC,0.015710919088766692
SEC22B,0.015710919088766692
AARS1,0.015710919088766692
ADAR,0.015680262400978584
IQGAP2,0.01567532186038463
F13A1,0.015667404327381503
SMURF2,0.015664427334972326
EOMES,0.015664427334972326
SSTR4,0.015659486794378376
IFIH1,0.015651569261375245
DPYSL2,0.01563573419536899
ALOX12B,0.015622876121771913
PCSK1N,0.015619899129362734
ABCG2,0.015602100515171703
HK2,0.015518998088770875
CYP4F2,0.015518998088770875
POMC,0.01549524548976149
MOCOS,0.015490304949167538
TTK,0.015490304949167538
ASCL1,0.015466552350158156
RABGAP1,0.015448753735967121
RBL1,0.01542006059636379
VAV2,0.01542006059636379
FARP1,0.015415120055769838
D2HGDH,0.015383449923757325
SCN8A,0.015360710768972344
ETV5,0.015341898710556908
PLK2,0.015341898710556908
CYP2E1,0.015341898710556908
PDK2,0.015326063644550653
LARGE1,0.015318146111547526
RAD9A,0.015305288037950447
EZR,0.015292429964353364
TMPO,0.015263736824750032
TLE3,0.015250878751152953
PEX6,0.015230103144552743
LONP1,0.015222185611549616
ESPL1,0.015220222063364836
KDM7A,0.015209327537952537
PFKM,0.01520141000494941
DLAT,0.015193492471946282
MYOM1,0.015178670850164423
LDB3,0.01516777632475212
NCAN,0.015149977710561088
ARHGEF12,0.015134142644554833
POLQ,0.01513217909637006
FGFR1,0.015118307578548578
PURA,0.015115330586139402
HK1,0.015097531971948372
ANLN,0.015055980758747955
SERPINB6,0.01505300376633878
B3GALT6,0.015045086233335652
KAT2A,0.015040145692741702
CYP4A11,0.01503520515214775
ARPP21,0.015030264611553799
SLC4A4,0.01500157147195046
TMCC2,0.014998594479541286
ADRA2B,0.014998594479541286
SMC1A,0.014985736405944207
CTNNB1,0.014970914784162348
RBM14,0.014949125733337742
NOS2,0.014931327119146711
KMT5A,0.014925373134328358
SEPTIN9,0.014925373134328358
PECAM1,0.014925373134328358
FURIN,0.014899656987134198
NRCAM,0.014881858372943164
LTBP1,0.014871977291755264
WFS1,0.01486602330693691
AFF1,0.014853165233339832
AMFR,0.014850188240930654
USP11,0.014845247700336704
PPARGC1A,0.014832389626739627
PCSK1,0.014824472093736498
IL17RB,0.014821495101327322
ITGA10,0.014819531553142543
PLK1,0.01480863702773024
SUN2,0.01480863702773024
SLC34A3,0.014779943888126906
SASS6,0.014759168281526697
RTN3,0.014754227740932746
CACNA2D2,0.014754227740932746
SCUBE2,0.014754227740932746
DPYSL4,0.014725534601329412
ALS2,0.014720594060735455
GSN,0.014717617068326284
LATS1,0.014712676527732333
BCL3,0.014709699535323157
RNF31,0.014683983388128995
PKP3,0.01466814832212274
SLC2A3,0.014655290248525661
SLC6A3,0.014650349707931706
TCIRG1,0.014647372715522532
STAT5A,0.014639455182519405
TBK1,0.014618679575919197
SIRT6,0.01461076204291607
ILF3,0.01458504589572191
HUWE1,0.014576178258758406
EPHB3,0.01457218782212483
SMAD7,0.014569210829715655
SLIT1,0.014567247281530877
FES,0.014556352756118576
PDE6B,0.014551412215524624
SHH,0.014548435223115448
KATNB1,0.014548435223115448
MRE11,0.014532600157109192
MTREX,0.014532600157109192
MMP12,0.014532600157109192
SMAD6,0.01451974208351211
AGPAT4,0.014506884009915032
WNT16,0.014506884009915032
NPHS1,0.014504920461730252
SLAMF1,0.014486108403314824
ALOX15B,0.014465332796714617
CCP110,0.014465332796714617
BARD1,0.01444455719011441
VAV3,0.014431699116517328
NCOA6,0.014429735568332557
TIMP1,0.014420804591105025
NUP98,0.014405982969323168
ZC3H14,0.014395088443910867
PHLDA1,0.014358477771304404
DTX1,0.014340679157113373
PSMD8,0.014329784631701066
DCBLD2,0.014324844091107115
ANTXR2,0.014316926558103987
APOE,0.01430900902510086
SMAD3,0.014304068484506908
COL9A1,0.014294187403319007
PARD6G,0.014288233418500653
DLL1,0.014283292877906702
ARID4A,0.01425757673071254
SMARCC1,0.01421304852510295
TIMELESS,0.014208107984508996
PROC,0.014205130992099822
PIK3R5,0.01420019045150587
DDX10,0.014184355385499616
RFC1,0.014179414844905664
AMH,0.014168520319493358
MMP3,0.014163579778899406
COLGALT1,0.014155662245896278
PCDH1,0.014145781164708372
TOMM70,0.014139827179890024
RGS11,0.014126969106292945
PC,0.01411708802510504
WASL,0.014114111032695862
PLG,0.01408345434490775
TYK2,0.014075536811904623
ILVBL,0.01407255981949545
FPR1,0.01407255981949545
TLR6,0.01407255981949545
ARHGAP29,0.014067619278901499
SPAG4,0.014064642286492322
FOXN3,0.014064642286492322
HNRNPU,0.014023091073291907
L1CAM,0.01402112752510713
VCL,0.014010232999694828
RXRB,0.01399439793368857
EIF4G1,0.013992434385503797
TUBA3C,0.013992434385503797
TMEM158,0.013978562867682315
CBX8,0.013973622327088365
CYFIP2,0.013963741245900461
RABGAP1L,0.013960764253491286
NDST3,0.01395582371289733
MMS22L,0.013947906179894203
MTRR,0.013939988646891076
TGIF1,0.013924153580884821
CDC25B,0.013903377974284615
NUB1,0.013903377974284615
TBC1D30,0.013887542908278358
TFAP2C,0.013882602367684405
GLDC,0.013877661827090453
TNFRSF8,0.013869744294087325
IFNAR2,0.013853909228081072
CD3G,0.01384599169507794
NADSYN1,0.013841051154483988
EXOSC10,0.013841051154483988
EGR3,0.01383313362148086
HDAC9,0.013826229532702135
SNAP91,0.01381533500728983
RAD50,0.013786641867686494
MLLT10,0.013778724334683367
MPP2,0.01377080680168024
RHOT2,0.013762889268677112
MAPK11,0.013754971735673985
FBXO34,0.013750031195080033
SSH2,0.013724315047885873
MET,0.01371937450729192
PRPF4B,0.013708479981879618
ST14,0.013708479981879618
PEX11G,0.013705502989470441
TRIM58,0.013703539441285665
MAML1,0.013687704375279412
PYGB,0.013687704375279412
CFB,0.013679786842276281
SEMA4D,0.01367484630168233
CTSF,0.013671869309273152
TLR3,0.013666928768679202
ANKRD2,0.01364317616966982
F8,0.013639249073300268
SWAP70,0.01362240056306961
COL1A1,0.013620437014884836
INCENP,0.013617460022475658
CHFR,0.01360954248947253
MCM7,0.013588766882872324
DGKG,0.013583826342278374
FGD4,0.01354721566967191
CTNNA1,0.01354721566967191
SAMD9,0.013532394047890056
PIDD1,0.013531380603665655
SYNJ1,0.01350072391587754
IL27RA,0.013497746923468366
TSC22D1,0.013497746923468366
DDX60,0.013479948309277335
RAPGEF6,0.013472030776274204
TULP2,0.01346905378386503
HSP90B1,0.01346905378386503
TNFAIP2,0.013461136250861903
PACRG,0.013461136250861903
MAP2K3,0.013456195710267951
WNT1,0.013432443111258567
ROCK1,0.013430479563073788
PIK3CB,0.013414644497067535
GAL3ST1,0.013406726964064407
DTX4,0.01339880943106128
FOXO3,0.013370116291457946
PLAU,0.01335428122545169
RARS1,0.01335428122545169
CAVIN2,0.01335428122545169
RBSN,0.01335428122545169
RETREG1,0.01335428122545169
NECTIN4,0.01335428122545169
KARS1,0.01335428122545169
PDHX,0.013349340684857736
DEF6,0.013349340684857736
PMS2,0.01332362453766358
EVL,0.013299871938654194
AKR1B10,0.013279096332053986
NELFB,0.013279096332053986
AMOT,0.013261297717862958
GRK5,0.013258320725453781
FAH,0.013258320725453781
NNT,0.013253380184859826
CEBPB,0.013242485659447524
SMOX,0.013195993905653155
MPHOSPH10,0.013195993905653155
ADCYAP1,0.013180158839646901
ABCC1,0.013178195291462122
MMP15,0.01316730076604982
LRIG1,0.013157419684861917
CANT1,0.013138607626446485
OPA1,0.013125749552849406
PYGM,0.013120809012255454
HLA-DQA1,0.013109914486843151
EIF4G3,0.013107950938658373
ACTN1,0.0131049739462492
ITGBL1,0.0131049739462492
CBFA2T3,0.0131049739462492
CDKN2AIP,0.013089138880242941
ETV1,0.01308419833964899
ACADVL,0.013068363273642736
KYNU,0.013063422733048785
XPO7,0.013063422733048785
RHBDF2,0.013055505200045656
CLTC,0.013050564659451706
PRKAR2B,0.013047587667042528
DNMT1,0.013045624118857749
OPRK1,0.013042647126448578
IGFBP2,0.013039670134039397
TDRD7,0.013034729593445447
RTN1,0.013029789052851494
SERPINE1,0.01302681206044232
EHHADH,0.013013953986845241
APBB1,0.013013953986845241
